# Vertical Speed control: 0 m/s -> 2.5 m/s and Airspeed: 230 m/s
# Column headers are:
# - T: simulation time [s] 
# - Va: airspeed [m/s]
# - az: normal acceleration [m/s^2] 
# - q: pitch rate [rad/s] 
# - Vz: vertical speed [m/s] 
# - h: altitude [m] 
# - delta_th_c: commanded throttle [-] 
# - delta_e_c: commanded elevator deflection [rad] 
# T, Va, Az, q, Vz, h, delta_th_c, delta_e_c
97.45000000000000,224.784530639648437,-1.826212882995605,0.007882723584771,-18.810018539428711,10088.497070312500000,560.057067871093750,-0.049125786870718
97.50000000000000,224.779785156250000,-1.825611114501953,0.007880501449108,-18.818511962890625,10088.590820312500000,560.286132812500000,-0.049157157540321
97.55000000000000,224.775024414062500,-1.825001716613769,0.007878284901380,-18.827003479003906,10088.684570312500000,560.515197753906250,-0.049188528209924
97.60000000000000,224.770278930664062,-1.824397087097168,0.007876074872910,-18.835493087768554,10088.778320312500000,560.744262695312500,-0.049219895154237
97.65000000000000,224.765518188476562,-1.823787689208984,0.007873870432376,-18.843975067138671,10088.872070312500000,560.973327636718750,-0.049251265823841
97.70000000000000,224.760757446289062,-1.823184013366699,0.007871672511100,-18.852455139160156,10088.965820312500000,561.202453613281250,-0.049282632768154
97.75000000000000,224.756011962890625,-1.822574615478515,0.007869480177760,-18.860931396484375,10089.060546875000000,561.431457519531250,-0.049314003437757
97.80000000000000,224.751235961914062,-1.821965217590332,0.007867293432354,-18.869407653808593,10089.155273437500000,561.660583496093750,-0.049345370382070
97.85000000000000,224.746475219726562,-1.821357727050781,0.007865113206207,-18.877874374389648,10089.250000000000000,561.889587402343750,-0.049376741051673
97.90000000000000,224.741699218750000,-1.820752143859863,0.007862938567996,-18.886339187622070,10089.344726562500000,562.118713378906250,-0.049408111721277
97.95000000000000,224.736938476562500,-1.820144653320312,0.007860769517719,-18.894802093505859,10089.439453125000000,562.347778320312500,-0.049439478665590
98.00000000000000,224.732162475585937,-1.819537162780761,0.007858606055378,-18.903263092041015,10089.534179687500000,562.576843261718750,-0.049470849335193
98.05000000000000,224.727401733398437,-1.818929672241211,0.007856448180973,-18.911714553833007,10089.628906250000000,562.805908203125000,-0.049502216279506
98.10000000000000,224.722625732421875,-1.818322181701660,0.007854296825826,-18.920169830322265,10089.723632812500000,563.034973144531250,-0.049533586949110
98.15000000000000,224.717864990234375,-1.817715644836425,0.007852151058614,-18.928619384765625,10089.818359375000000,563.264099121093750,-0.049564953893423
98.20000000000000,224.713088989257812,-1.817107200622558,0.007850010879337,-18.937061309814453,10089.913085937500000,563.493103027343750,-0.049596324563026
98.25000000000000,224.708312988281250,-1.816501617431640,0.007847876287996,-18.945503234863281,10090.007812500000000,563.722229003906250,-0.049627695232629
98.30000000000000,224.703521728515625,-1.815896987915039,0.007845747284591,-18.953941345214843,10090.102539062500000,563.951293945312500,-0.049659062176942
98.35000000000000,224.698745727539062,-1.815288543701171,0.007843623869121,-18.962379455566406,10090.197265625000000,564.180358886718750,-0.049690432846546
98.40000000000000,224.693954467773437,-1.814681053161621,0.007841506041586,-18.970806121826171,10090.291992187500000,564.409423828125000,-0.049721799790859
98.45000000000000,224.689178466796875,-1.814076423645019,0.007839393801987,-18.979236602783203,10090.386718750000000,564.638488769531250,-0.049753170460462
98.50000000000000,224.684402465820312,-1.813470840454101,0.007837287150323,-18.987659454345703,10090.481445312500000,564.867614746093750,-0.049784537404775
98.55000000000000,224.679611206054687,-1.812866210937500,0.007835186086595,-18.996080398559570,10090.576171875000000,565.096618652343750,-0.049815908074378
98.60000000000000,224.674819946289062,-1.812260627746582,0.007833090610802,-19.004497528076171,10090.670898437500000,565.325744628906250,-0.049847275018692
98.65000000000000,224.670028686523437,-1.811653137207031,0.007831000722944,-19.012910842895507,10090.765625000000000,565.554748535156250,-0.049878645688295
98.70000000000000,224.665252685546875,-1.811050415039062,0.007828915491700,-19.021322250366210,10090.860351562500000,565.783874511718750,-0.049910016357898
98.75000000000000,224.660446166992187,-1.810444831848144,0.007826835848391,-19.029729843139648,10090.955078125000000,566.012939453125000,-0.049941383302211
98.80000000000000,224.655654907226562,-1.809838294982910,0.007824761793017,-19.038131713867187,10091.049804687500000,566.242004394531250,-0.049972753971815
98.85000000000000,224.650848388671875,-1.809232711791992,0.007822693325579,-19.046533584594726,10091.144531250000000,566.471069335937500,-0.050004120916128
98.90000000000000,224.646057128906250,-1.808628082275390,0.007820629514753,-19.054931640625000,10091.240234375000000,566.700134277343750,-0.050035491585731
98.95000000000000,224.641250610351562,-1.808021545410156,0.007818571291863,-19.063323974609375,10091.335937500000000,566.929260253906250,-0.050066858530044
99.00000000000000,224.636444091796875,-1.807416915893554,0.007816518656909,-19.071714401245117,10091.431640625000000,567.158264160156250,-0.050098229199647
99.05000000000000,224.631652832031250,-1.806814193725586,0.007814470678567,-19.080099105834960,10091.527343750000000,567.387390136718750,-0.050129599869251
99.10000000000000,224.626861572265625,-1.806208610534668,0.007812428288161,-19.088483810424804,10091.623046875000000,567.616455078125000,-0.050160966813564
99.15000000000000,224.622039794921875,-1.805602073669433,0.007810391020029,-19.096858978271484,10091.718750000000000,567.845520019531250,-0.050192337483167
99.20000000000000,224.617233276367187,-1.804999351501464,0.007808358874171,-19.105237960815429,10091.814453125000000,568.074584960937500,-0.050223704427480
99.25000000000000,224.612411499023437,-1.804387092590332,0.007806331850588,-19.113607406616210,10091.910156250000000,568.303649902343750,-0.050255075097084
99.30000000000000,224.607604980468750,-1.803785324096679,0.007804309949278,-19.121976852416992,10092.005859375000000,568.532775878906250,-0.050286442041397
99.35000000000000,224.602798461914062,-1.803184509277343,0.007802293170243,-19.130344390869140,10092.101562500000000,568.761779785156250,-0.050317812711000
99.40000000000000,224.597976684570312,-1.802579879760742,0.007800281513482,-19.138706207275390,10092.197265625000000,568.990905761718750,-0.050349183380603
99.45000000000000,224.593154907226562,-1.801977157592773,0.007798274978995,-19.147064208984375,10092.292968750000000,569.219909667968750,-0.050380550324916
99.50000000000000,224.588348388671875,-1.801371574401855,0.007796273101121,-19.155422210693359,10092.388671875000000,569.449035644531250,-0.050411920994520
99.55000000000000,224.583526611328125,-1.800766944885253,0.007794276345521,-19.163774490356445,10092.484375000000000,569.678100585937500,-0.050443287938833
99.60000000000000,224.578704833984375,-1.800164222717285,0.007792284712195,-19.172119140625000,10092.580078125000000,569.907165527343750,-0.050474658608436
99.65000000000000,224.573867797851562,-1.799558639526367,0.007790297735482,-19.180465698242187,10092.675781250000000,570.136230468750000,-0.050506029278039
99.70000000000000,224.569046020507812,-1.798956871032714,0.007788315415382,-19.188806533813476,10092.771484375000000,570.365295410156250,-0.050537396222352
99.75000000000000,224.564224243164062,-1.798357009887695,0.007786338217556,-19.197143554687500,10092.867187500000000,570.594421386718750,-0.050568763166666
99.80000000000000,224.559387207031250,-1.797752380371093,0.007784365676343,-19.205478668212890,10092.962890625000000,570.823425292968750,-0.050600137561559
99.85000000000000,224.554565429687500,-1.797154426574707,0.007782398257404,-19.213808059692382,10093.058593750000000,571.052551269531250,-0.050631504505872
99.90000000000000,224.549728393554687,-1.796550750732421,0.007780435495078,-19.222137451171875,10093.154296875000000,571.281616210937500,-0.050662871450185
99.95000000000000,224.544906616210937,-1.795949935913086,0.007778477389365,-19.230461120605468,10093.250000000000000,571.510681152343750,-0.050694238394498
100.00000000000000,224.540069580078125,-1.795345306396484,0.007776523940265,-19.238784790039062,10093.345703125000000,571.739746093750000,-0.050725612789392
100.05000000000000,224.535232543945312,-1.794746398925781,0.007774575147777,-19.247100830078125,10093.442382812500000,571.968811035156250,-0.050756979733705
100.10000000000000,224.530380249023437,-1.794139862060546,0.007772631011903,-19.255416870117187,10093.539062500000000,572.197937011718750,-0.050788346678018
