scons: Reading SConscript files ...
scons: done reading SConscript files.
scons: Building targets ...
misc/run_cmd ...
Timer interval: 400000
POK kernel initialized
# Vertical Speed control: 0 m/s -> 2.5 m/s and Airspeed: 230 m/s
# Column headers are:
# - T: simulation time [s] 
# - Va: airspeed [m/s]
# - az: normal acceleration [m/s^2] 
# - q: pitch rate [rad/s] 
# - Vz: vertical speed [m/s] 
# - h: altitude [m] 
# - delta_th_c: commanded throttle [-] 
# - delta_e_c: commanded elevator deflection [rad] 
# T, Va, Az, q, Vz, h, delta_th_c, delta_e_c   
4.075000000000000,229.454742431640625,-1.167415380477905,0.000108135536720,-4.080026626586914,10006.179687500000000,2.226311445236206,0.009872140362858
4.075500000000000,229.453445434570312,-1.164206624031066,0.000075234667747,-4.085797786712646,10006.200195312500000,2.227174282073974,0.009892047382891
4.076000000000000,229.452163696289062,-1.160986185073852,0.000042336778278,-4.091551780700683,10006.220703125000000,2.228044748306274,0.009911973029375
4.076500000000000,229.450866699218750,-1.157755255699157,0.000009442177542,-4.097290039062500,10006.241210937500000,2.228922843933105,0.009931915439665
4.077000000000000,229.449584960937500,-1.154513835906982,-0.000023448759748,-4.103013038635253,10006.261718750000000,2.229808568954467,0.009951877407729
4.077500000000000,229.448287963867187,-1.151257872581481,-0.000056335728004,-4.108718872070312,10006.282226562500000,2.230694770812988,0.009971857070922
4.078000000000000,229.446990966796875,-1.147990465164184,-0.000089218374341,-4.114408493041992,10006.302734375000000,2.231580972671508,0.009991856291890
4.078500000000000,229.445693969726562,-1.144711494445800,-0.000122096331324,-4.120081424713134,10006.323242187500000,2.232460260391235,0.010011872276663
4.079000000000000,229.444412231445312,-1.141419053077697,-0.000154969282448,-4.125737667083740,10006.343750000000000,2.233332157135009,0.010031906887888
4.079500000000000,229.443115234375000,-1.138118982315063,-0.000187836922123,-4.131378173828125,10006.364257812500000,2.234211921691894,0.010051958262920
4.080000000000000,229.441818237304687,-1.134801506996154,-0.000220698871999,-4.137001991271972,10006.384765625000000,2.235091924667358,0.010072028264403
4.080500000000000,229.440536499023437,-1.131478428840637,-0.000253554782830,-4.142609119415283,10006.405273437500000,2.235972166061401,0.010092116892337
4.081000000000000,229.439239501953125,-1.128139853477478,-0.000286404334474,-4.148200511932373,10006.425781250000000,2.236845254898071,0.010112221352756
4.081500000000000,229.437973022460937,-1.124792695045471,-0.000319247163133,-4.153775215148925,10006.446289062500000,2.237711191177368,0.010132341645658
4.082000000000000,229.436676025390625,-1.121432065963745,-0.000352082948666,-4.159333229064941,10006.466796875000000,2.238577365875244,0.010152481496334
4.082500000000000,229.435409545898437,-1.118061780929565,-0.000384911312721,-4.164873600006103,10006.487304687500000,2.239450931549072,0.010172635316848
